Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Forward P/E Ratio,Payout Ratio,Beta
GOOD,Gladstone Commercial Corp,Real Estate,21.63,0.069348128,0,0,1.457638409,794.895514,N/A,N/A,0.780853429
GOOG,Alphabet Inc,Communication Services,2829.27,0,,,0,1910241.078,0,N/A,1.276448289
GOOGL,Alphabet Inc,Communication Services,2816,0,,,0,1910241.078,30.35549711,0,1.312344238
GORO,Gold Resource Corporation,Basic Materials,1.68,0.023809524,2.000003,0.245731189,0.042986354,125.213632,9.556833485,0.243135486,1.024914268
GOSS,Gossamer Bio Inc,Healthcare,10.52,0,,,0,799.451957,0,N/A,1.420093903
GPC,Genuine Parts Co.,Consumer Cyclical,122,0.026721311,0.03164557,0.043884311,3.203263486,17471.92488,21.49224221,0.572011337,0.850832738
GPI,"Group 1 Automotive, Inc.",Consumer Cyclical,182.41,0.005361813,,,0.978048256,3296.888737,6.575366449,0.034731827,1.368058814
GPK,Graphic Packaging Holding Co,Consumer Cyclical,19.14,0.01558021,0,0,0.298205221,5876.91453,26.72539577,0.380363803,0.720860222
GPMT,Granite Point Mortgage Trust Inc,Real Estate,13.5,0.064924268,,,0.876477614,739.657778,18.19800166,1.298100732,1.504596311
GPN,"Global Payments, Inc.",Industrials,162.03,0.005144499,0.282051282,0.903653939,0.833563183,47596.00351,55.09530031,0.288430167,1.247283735
GPOR,Gulfport Energy Corp.,Energy,78.57,0,,,0,1617.410513,N/A,0,
GPRE,Green Plains Inc,Basic Materials,34.78,0,,,0,1675.951164,N/A,0,1.579181848
GPRO,GoPro Inc.,Technology,9.57,0,,,0,1209.727402,22.19520406,0,1.652990449
GPS,"Gap, Inc.",Consumer Cyclical,24.35,0.024640657,,,0.362500004,9158.158333,12.16222886,0.18308081,1.786414674
GPX,GP Strategies Corp.,Consumer Defensive,20.71,0,,,0,363.478538,27.59688242,0,1.158731478
GRA,W.R. Grace & Co.,Basic Materials,69.98,0.008978699,,,0.628329373,4637.528273,59.99389745,0.537033652,0.843057248
GRBK,Green Brick Partners Inc,Consumer Cyclical,23.1,0,,,0,1172.555353,8.236492812,0,1.619706771
GRC,Gorman-Rupp Co.,Industrials,36.89,0.016806723,0.068965517,0.061516555,0.615829992,963.81175,33.70678288,0.559845447,1.018328589
GRIF,Griffin Industrial Realty Inc,Real Estate,62.5,0,,,0,353.581375,N/A,0,
GRMN,Garmin Ltd,Technology,167.26,0.016022958,0.098360656,0.056089988,2.544092487,32167.75481,27.1689413,0.413673575,0.980609912
GROW,"U.S. Global Investors, Inc.",Financial Services,5.98,0.010033445,0,0.148698355,0.047335381,77.611281,2.2609398,0.020761132,1.648573172
GRPN,Groupon Inc,Communication Services,22.04,0,,,0,650.721391,73.24644198,0,1.845234748
GRTS,Gritstone Bio Inc,Healthcare,11.5,0,,,0,568.64847,0,N/A,2.132124908
GRUB,Just Eat Takeaway.com N.V.,Communication Services,17.05,0,,,0,18083.3323,0,N/A,
GS,"Goldman Sachs Group, Inc.",Financial Services,391.46,0.020436315,0.6,0.252054772,5.718641903,131960.1827,6.714505808,0.104852253,0.952993291
GSAT,Globalstar Inc.,Communication Services,1.77,0,,,0,3173.61,N/A,0,2.150977923
GSBC,"Great Southern Bancorp, Inc.",Financial Services,53.14,0.025354729,0,0.090966079,1.347350322,721.771712,10.27813442,0.266802044,0.872130051
GSHD,Goosehead Insurance Inc,Financial Services,147.85,0,,,0,2867.086501,0,N/A,0.586449192
GSIT,GSI Technology Inc,Technology,5.81,0,,,0,140.40482,N/A,0,1.058943227
GSKY,GreenSky Inc,Technology,11.62,0,,,0,914.812853,31.22867662,0,1.482932413
GT,Goodyear Tire & Rubber Co.,Consumer Cyclical,16.98,0,,,0,4774.655833,34.10468452,0,1.538610285
GTES,Gates Industrial Corporation plc,Industrials,16.24,0,,,0,4739.7125,20.57166884,0,1.147136919
GTHX,G1 Therapeutics Inc,Healthcare,15.55,0,,,0,658.51664,0,N/A,1.406515591
GTIM,Good Times Restaurants Inc.,Consumer Cyclical,5.07,0,,,0,65.044384,0,N/A,1.686086418
GTLS,Chart Industries Inc,Industrials,191.96,0,,,0,6982.665359,22.40906726,0,1.602843423
GTN,"Gray Television, Inc.",Communication Services,21.76,0.010988895,,,0.239118356,2069.856502,5.564130383,0.061312399,1.187345014
GTS,Triple-S Management Corp,Healthcare,35.08,0,,,0,834.764978,8.641012142,0,0.990168889
GTT,GTT Communications Inc,Communication Services,2.36,0,,,0,138.81411,0,N/A,
GTX,Garrett Motion Inc,Consumer Cyclical,6.63,0,,,0,431.36226,1.264991965,0,
GTY,Getty Realty Corp.,Real Estate,30.03,0.050316483,0.054054054,0.093011974,1.51100397,1343.208296,17.89536626,0.873412699,0.847955232
GTYH,GTY Technology Holdings Inc,Technology,7.31,0,,,0,420.424453,0,N/A,1.275524695
GV,Goldfield Corp.,Industrials,7,0,,,0,171.657738,21.45975487,0,
GVA,Granite Construction Inc.,Industrials,39.95,0.012948082,0,0,0.517275864,1830.536566,N/A,N/A,1.270867292
GVP,"GSE Systems, Inc.",Technology,1.35,0,,,0,28.165749,0,N/A,1.583404416
GWB,Great Western Bancorp Inc,Financial Services,31.57,0.002532296,4,-0.217103743,0.079944585,1740.015119,10.70758767,0.027192036,1.727683688
GWGH,GWG Holdings Inc,Financial Services,8.98,0,,,0,297.190083,0,N/A,
GWRE,Guidewire Software Inc,Technology,118.76,0,,,0,9875.455141,N/A,0,1.006397817
GWRS,Global Water Resources Inc,Utilities,18.77,0.015450186,0,0.001983815,0.289393465,424.585565,0,N/A,1.058682714
GWW,W.W. Grainger Inc.,Industrials,402.48,0.016100179,0.058823529,0.058354198,6.265732462,20958.88962,24.06301908,0.382056857,0.793339186
H,Hyatt Hotels Corporation,Consumer Cyclical,75.38,0,,,0,3103.588553,N/A,0,1.475934507
HA,"Hawaiian Holdings, Inc.",Industrials,20.55,0,,,0,1052.330318,N/A,0,1.816865714
HAE,Haemonetics Corp.,Healthcare,70.22,0,,,0,3583.299776,55.56537303,0,0.895242672
HAFC,Hanmi Financial Corp.,Financial Services,18.79,0.022167591,0.5,-0.087809534,0.416529026,576.788099,8.393551898,0.183492963,0.896696443
HAIN,Hain Celestial Group Inc,Consumer Defensive,39.03,0,,,0,3804.615674,49.17811481,0,0.525156236
HAL,Halliburton Co.,Energy,20.27,0.008880118,0,-0.242141717,0.179610845,18050.42207,124.4856694,1.09853728,1.560361878
HALL,"Hallmark Financial Services, Inc",Financial Services,3.72,0,,,0,67.596239,N/A,0,1.379623567
HALO,Halozyme Therapeutics Inc.,Healthcare,42.04,0,,,0,5983.759196,26.16148369,0,1.353750242
HAS,"Hasbro, Inc.",Consumer Cyclical,97.53,0.027888855,0,0.059223841,2.692063658,13428.23031,32.01993057,0.882643822,0.581429896
HASI,Hannon Armstrong Sustainable Infrastructure capital Inc,Real Estate,57,0.024561404,0.029411765,0.031310306,1.367618816,4481.180115,39.62209867,0.969942422,1.400149546
HAYN,Haynes International Inc.,Industrials,36.57,0.023840436,0,0,0.871844733,464.026856,N/A,N/A,1.2336237
HBAN,"Huntington Bancshares, Inc.",Financial Services,14.95,0.040133779,0,0.133966578,0.591101446,22074.53352,22.09663015,0.626233124,1.182271407
HBB,Hamilton Beach Brands Holding Co,Technology,16.03,0.024142367,,,0.387002149,158.201272,7.930683389,0.268751492,0.778998099
HBCP,Home Bancorp Inc,Financial Services,37.73,0.023631958,0.045454545,0.138962219,0.891633759,326.210713,7.466313715,0.174147219,0.976431721
HBI,Hanesbrands Inc,Consumer Cyclical,19,0.031578947,0,0.063995313,0.593053972,6633.882433,N/A,N/A,0.637422238
HBIO,Harvard Bioscience Inc.,Healthcare,7.66,0,,,0,312.244051,0,N/A,1.212344849
HBMD,Howard Bancorp Inc,Financial Services,18.87,0,,,0,354.955758,0,N/A,1.151291728
HBNC,Horizon Bancorp Inc (IN),Financial Services,17.14,0.028865744,0.083333333,-0.028214491,0.49475886,753.315341,8.883435623,0.256351741,1.205425524
HBP,"Huttig Building Products, Inc.",Industrials,5.4,0,,,0,147.959298,0,N/A,0.867974395
HCA,HCA Healthcare Inc,Healthcare,258.74,0.005554163,,,1.43708409,82833.51521,16.67676972,0.09870083,0.945124126
HCC,Warrior Met Coal Inc,Basic Materials,23.35,0.008530798,0,0,0.199194128,1200.429921,N/A,N/A,1.389694535
HCCI,Heritage-Crystal Clean Inc,Industrials,27.94,0,,,0,676.510745,0,N/A,1.378713156
HCFT,Hunt Companies Finance Trust Inc,Real Estate,3.45,0,0.2,0.124746113,0.228564584,86.054671,0,N/A,0.755767043
HCHC,HC2 Holdings Inc,Communication Services,3.68,0,,,0,286.376798,0,N/A,1.077262532
HCI,HCI Group Inc,Financial Services,108.07,0.014702087,0,0.059223841,1.588854582,913.616755,36.31227168,0.6255333,0.694046502
